sa2_code,sa2_name,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,median_age2015-2016,median_age2016-2017,median_age2017-2018,median_age2018-2019,median_age2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020
101031016,Jindabyne - Berridale,3953,4333,4400,4458,4609,44,43,44,44,44,196867405,219472868,232492288,243613766,261604455,39832,41261,42182,44972,45128,49802,50651,52839,54646,56759
101041017,Batemans Bay,3724,3827,3979,4079,4182,50,50,50,50,50,157091069,161694024,170956895,181282485,188917466,36310,36347,37296,37992,38705,42183,42251,42965,44443,45174
101041018,Batemans Bay - South,4231,4366,4514,4619,4699,53,53,52,52,51,191612124,199426745,216777289,227733833,238435334,35501,37060,38676,40029,40626,45288,45677,48023,49304,50742
101041019,Bega - Tathra,4781,4782,4868,4911,4971,48,49,49,48,48,234003913,237869822,246813118,255340233,266247612,41931,42796,43074,45148,46009,48945,49743,50701,51994,53560
101041020,Bega-Eden Hinterland,4908,5208,5361,5423,5466,51,51,51,51,51,212075474,228258656,232945258,236854145,243260544,35601,35345,35942,36150,36508,43210,43828,43452,43676,44504
101041021,Broulee - Tomakin,1792,1894,1953,2019,2104,51,51,52,52,52,88260992,93876079,99586111,108608277,114229542,38783,40320,41580,43001,42679,49253,49565,50991,53793,54292
101041022,Deua - Wadbilliga,np,18,14,13,13,np,49,50,51,51,np,801768,651616,575075,857240,np,24517,37763,26366,46774,np,44543,46544,44237,65942
101041023,Eden,1720,1732,1762,1743,1729,50,50,50,50,50,77123301,77274388,80314442,79943421,80640934,37566,38308,38979,40258,39972,44839,44616,45581,45865,46640
101041024,Eurobodalla Hinterland,1877,1926,1964,1995,2031,51,51,52,52,52,83395518,89397640,92987920,101713855,94251064,35163,35748,37816,38809,37334,44430,46416,47346,50984,46406
101041025,Merimbula - Tura Beach,6125,6334,6403,6527,6602,52,52,52,52,52,283366275,295312923,302121272,324099790,331144785,37044,37317,38566,40379,41436,46264,46623,47184,49655,50158
101041026,Moruya - Tuross Head,4305,4342,4487,4500,4634,53,53,53,53,53,187138520,192516662,202775101,210069135,215236493,36071,36337,37579,39335,39491,43470,44338,45192,46682,46447
101041027,Narooma - Bermagui,4582,4723,4829,4891,4996,55,55,55,56,56,182670341,189529575,198551321,212632765,214077615,31652,31098,33188,33647,32606,39867,40129,41116,43474,42850
101051539,Goulburn,11992,12127,12317,12643,12668,43,44,43,43,42,648867901,655559519,684089969,731155106,751781693,47062,47272,49116,50851,52026,54108,54058,55540,57831,59345
101051540,Goulburn Region,6985,7256,7435,7483,7583,49,49,49,49,49,358662691,385468452,402747216,408586880,415103867,41443,43358,44979,44791,45692,51348,53124,54169,54602,54741
101061541,Yass,3845,3857,3888,3936,3995,45,45,45,45,45,223397125,225533404,231540832,240435573,250420695,49839,50593,52363,54429,56336,58101,58474,59553,61086,62684
101061542,Yass Region,6816,7176,7498,7758,7976,47,47,47,47,47,474253373,507131032,546302053,577029247,602130462,57070,56952,59102,60596,61165,69579,70670,72860,74379,75493
101061543,Young,5437,5492,5534,5490,5610,44,44,44,44,44,266063185,273046931,281424060,280102081,292106160,40932,41325,43226,44289,44954,48936,49717,50854,51020,52069
101061544,Young Region,3576,3821,3897,3917,3942,49,49,49,49,49,178864497,195977222,201113192,197516813,190306020,41399,41985,42688,42455,43377,50018,51290,51607,50426,48277
102011028,Avoca Beach - Copacabana,4526,4621,4690,4736,4788,46,46,46,47,47,311664519,323024286,341299263,340642238,344627296,47661,48908,49479,50369,52450,68861,69904,72772,71926,71977
102011029,Box Head - MacMasters Beach,6389,6562,6577,6662,6647,49,49,49,49,49,371029605,388268724,402084852,424459788,429536241,42597,43638,45190,47179,48724,58073,59169,61135,63714,64621
102011030,Calga - Kulnura,2896,2998,2932,2933,2919,49,48,49,49,49,169327765,176001279,170056058,174684785,179649705,42854,43716,42630,44506,46228,58470,58706,58000,59558,61545
102011031,Erina - Green Point,7543,7822,7869,7938,7962,49,48,48,48,48,472848904,492374825,510666699,530946051,534744124,44950,45238,46102,48152,48292,62687,62947,64896,66887,67162
102011032,Gosford - Springfield,10289,10552,10768,10958,11439,42,42,42,42,42,585804053,613182525,645309101,678336368,714683903,46910,47475,49733,51263,51999,56935,58111,59928,61903,62478
102011033,Kariong,3584,3702,3721,3818,3822,42,42,42,42,42,205376965,214234158,220773298,239477019,249509822,49725,51083,51647,53945,54900,57304,57870,59332,62723,65283
102011034,Kincumber - Picketts Valley,3873,4024,4025,4011,4004,47,47,46,46,46,201002512,215049794,226139779,238346130,243152475,43003,43379,45167,48278,50106,51898,53442,56184,59423,60727
102011035,Narara,3849,4049,4104,4119,4146,43,43,43,43,43,211316290,222724763,233329092,242382933,262545333,48121,47951,49459,51826,53262,54902,55007,56854,58845,63325
102011036,Niagara Park - Lisarow,4623,4771,4904,4922,4898,44,44,44,44,44,263029555,277283428,287228693,298572813,309236995,46729,48386,49137,51028,52812,56896,58119,58570,60661,63135
102011037,Point Clare - Koolewong,3493,3532,3610,3623,3713,47,46,47,47,47,200628203,203261554,213482019,222083915,234842611,47052,47434,48352,51171,51099,57437,57549,59136,61298,63249
102011038,Saratoga - Davistown,4057,4149,4218,4207,4181,46,46,46,47,47,227666583,241694783,255782452,262158192,265857228,44662,45651,48166,49298,49903,56117,58254,60641,62315,63587
102011039,Terrigal - North Avoca,8420,8727,8939,8915,9186,45,46,46,46,46,568497105,613703491,636885466,658994922,692501905,48555,49829,51063,52678,53652,67517,70322,71248,73920,75387
102011040,Umina - Booker Bay - Patonga,12037,12326,12673,12823,12826,46,46,46,46,46,605172683,635432729,674495519,720502302,754563195,41368,42225,43381,45507,47126,50276,51552,53223,56188,58831
102011041,Wamberal - Forresters Beach,5966,6151,6309,6335,6419,45,46,46,46,46,395635005,408833821,423479362,438118830,470461639,49041,49354,50322,51249,53015,66315,66466,67123,69158,73292
102011042,Woy Woy - Blackwall,6880,7038,7149,7240,7291,46,46,46,46,46,362719989,378803067,394590883,411081957,419046745,43984,44539,45944,47595,48361,52721,53823,55195,56779,57475
102011043,Wyoming,5874,5942,5992,6021,5950,44,44,43,43,43,298906782,306692312,322353500,333033074,332946390,45070,45159,47003,48985,49788,50886,51614,53797,55312,55957
102021044,Bateau Bay - Killarney Vale,10934,11614,11525,11552,11699,43,43,43,43,42,549544259,599197746,612869161,636875062,665047353,43465,44849,46017,47293,49047,50260,51593,53177,55131,56847
102021045,Blue Haven - San Remo,5145,5432,5533,5669,5668,40,40,39,39,38,248435866,262828444,277352873,295720022,300325341,44332,44241,45990,47722,49191,48287,48385,50127,52164,52986
102021046,Budgewoi - Buff Point - Halekulani,4388,4584,4635,4624,4670,45,45,45,44,44,215680534,230852360,240861811,250001059,255646518,41847,43624,45086,47257,48251,49152,50360,51966,54066,54742
102021047,Chittaway Bay - Tumbi Umbi,8558,9088,9173,9004,9073,44,44,43,44,44,461451846,494962322,514653078,519541857,537621303,46556,46984,48670,49671,51007,53921,54463,56105,57701,59255
102021048,Gorokan - Kanwal - Charmhaven,9971,10256,10399,10481,10541,43,43,43,42,42,472233266,494602771,517060776,531806166,547949110,42005,43265,45122,46152,47230,47361,48226,49722,50740,51983
102021049,Jilliby - Yarramalong,2005,2117,2166,2168,2169,47,47,47,47,48,140969303,136956708,138874284,144523893,148054922,45813,46795,47406,50362,51930,70309,64694,64116,66662,68260
102021050,Lake Munmorah - Mannering Park,4853,5011,5045,5062,5028,45,45,45,45,45,244931027,253687960,259209756,267277757,268420493,43803,44114,44708,46271,46693,50470,50626,51380,52801,53385
102021051,Ourimbah - Fountaindale,2930,3000,3026,3094,3056,44,44,44,44,44,184496334,188455002,196852029,201202256,202136750,50776,50932,51259,52955,52698,62968,62818,65054,65030,66144
102021052,Summerland Point - Gwandalan,2981,3088,3211,3274,3349,45,45,45,45,45,149462623,159747093,170151794,178689901,184547390,42399,44718,46064,47932,47821,50138,51732,52990,54578,55105
102021053,The Entrance,9416,7765,9571,11123,10758,44,46,45,44,45,495139200,398281425,517325852,633209514,630465125,45934,42211,46213,50302,51621,52585,51292,54051,56928,58604
102021054,Toukley - Norah Head,4437,4693,4636,4661,4737,45,45,45,45,45,219916400,236771997,243210007,257295784,257966876,41417,42525,44592,45767,46551,49564,50452,52461,55202,54458
102021055,Tuggerah - Kangy Angy,2933,3001,3030,3064,3107,42,43,43,43,42,158584853,164613921,172762888,180535650,183358688,46405,47431,49211,50084,51002,54069,54853,57017,58922,59015
102021056,Warnervale - Wadalba,7582,8402,8885,9277,9890,41,41,41,41,40,426787290,477172207,524039309,563897504,614294803,48313,49533,50766,52926,53867,56290,56793,58980,60784,62113
102021057,Wyong,4053,4064,4210,4256,4306,43,43,43,43,43,200257485,203795249,218405135,222827781,230206799,43232,44100,46129,46471,46800,49410,50146,51878,52356,53462
103011058,Bathurst,12251,12490,12696,12991,13221,43,43,42,42,42,695036959,708940937,743685729,783845750,812046530,47499,47969,49290,51622,53172,56733,56761,58576,60338,61421
103011059,Bathurst - East,5730,5755,6012,6179,6382,43,43,43,43,42,334555198,339165600,360626744,377425547,401195129,50229,50975,52488,53555,55425,58387,58934,59984,61082,62864
103011060,Bathurst Region,3799,3893,4032,4138,4134,48,48,49,49,49,212053953,212932707,220864374,233829039,235367568,44146,45824,45852,48247,49024,55818,54696,54778,56508,56935
103011061,Oberon,2434,2476,2546,2563,2588,48,47,48,48,49,125265092,125529161,133597033,134852801,138823052,44918,45416,47314,48032,48607,51465,50698,52473,52615,53641
103021062,Condobolin,3518,3596,3566,3513,3430,45,45,45,45,45,172338936,181630749,173133871,127334392,106679471,40275,40978,40858,34113,35385,48988,50509,48551,36247,31102
103021063,Cowra,4461,4903,4756,4834,4840,46,47,47,48,47,199069642,225555464,225116551,235155890,235801161,38329,39417,41168,42334,43527,44624,46004,47333,48646,48719
103021064,Cowra Region,2552,2676,2829,2801,2832,48,48,48,48,48,120791226,130798478,136326369,131262698,125034065,39277,38949,40377,40541,38504,47332,48878,48189,46863,44150
103021065,Forbes,5220,5294,5346,5327,5407,45,46,45,45,45,269124912,272780863,284301264,266171367,265347535,42955,43527,44921,44268,45069,51556,51526,53180,49966,49075
103021066,Grenfell,1818,1910,1852,1851,1815,50,51,51,51,51,95475804,89322153,94611201,79752298,63424268,40534,38957,41811,37479,32806,52517,46766,51086,43086,34945
103021067,Parkes (NSW),5272,5476,5736,5737,5776,43,43,43,43,43,282481368,292751213,311178287,319878563,327704726,45381,45529,45898,47392,49221,53581,53461,54250,55757,56736
103021068,Parkes Region,1509,1601,1706,1680,1707,48,49,48,48,47,69567245,72965141,74764570,60261510,50557368,36497,38487,38089,34777,30502,46102,45575,43824,35870,29618
103021069,West Wyalong,2998,3132,3123,3177,3179,48,47,47,47,46,156673831,166964954,155256706,152934332,136814082,40730,40718,40758,39663,38132,52259,53309,49714,48138,43037
103031070,Lithgow,5581,5604,5668,5706,5712,45,46,45,45,45,312317758,318324484,331277661,341824793,346622479,44863,45448,46516,48039,48893,55961,56803,58447,59906,60683
103031071,Lithgow Region,4080,4208,4337,4387,4404,48,48,48,47,47,218532469,228604509,239825991,252046931,257765716,43686,44640,45391,47877,47767,53562,54326,55298,57453,58530
103031072,Mudgee,6254,6441,6579,6811,6848,43,43,43,42,42,378409674,392155923,421506609,454510611,463905050,45818,46550,49604,52277,52361,60507,60884,64068,66732,67743
103031073,Mudgee Region - East,1413,1444,1499,1434,1471,50,51,50,50,50,63653542,66489281,71068249,71956409,68210784,35470,36084,36374,39023,36542,45049,46045,47410,50179,46370
103031074,Mudgee Region - West,4895,5133,5439,5488,5603,47,47,47,47,47,253416420,267358425,297284632,299359236,297244619,38923,40394,41585,41921,42639,51770,52086,54658,54548,53051
103031075,Wollangambe - Wollemi,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
103041076,Blayney,3714,3936,3987,4058,4070,46,47,47,47,47,204271158,221106408,224493024,227406362,240523679,45325,45820,47530,48139,49674,55000,56175,56306,56039,59097
103041077,Orange,9530,9583,9860,9909,9940,44,43,43,43,43,529351669,542144121,578665263,595631863,621952283,45920,46006,48389,50067,51740,55546,56574,58688,60110,62571
103041078,Orange - North,10703,11555,11862,12309,12655,40,41,41,41,41,669389817,734369614,791371554,818863071,870831982,52125,53064,54528,56000,58108,62542,63554,66715,66526,68813
103041079,Orange Region,6404,6496,6678,6711,6695,46,46,47,46,47,375003751,393681903,412265925,406374581,418384972,45472,46337,47842,48355,49855,58558,60604,61735,60554,62492
104011080,Grafton,8573,8560,8878,8987,8993,46,45,45,45,45,402416223,406199009,434087584,456991716,461078111,40464,41259,42485,44394,44321,46940,47453,48895,50850,51271
104011081,Grafton Region,7180,7581,7877,8080,8118,50,50,50,49,49,301280966,326722080,351353341,368033070,373652883,35627,36791,38550,39600,39879,41961,43097,44605,45549,46028
104011082,Maclean - Yamba - Iluka,7851,8138,8371,8664,8706,51,51,50,51,51,335796653,360059591,390555355,423492811,415600209,33477,34583,36695,37994,38171,42771,44244,46656,48880,47737
104021083,Bellingen,3104,3165,3292,3388,3388,50,49,49,49,49,144289562,146617578,148746467,160410382,168924535,35751,36526,36038,38017,37911,46485,46325,45184,47347,49860
104021084,Coffs Harbour - North,9121,9266,9233,9530,9753,45,45,45,44,44,434200590,447248267,452542961,479365654,509170865,39631,39950,41271,42784,43503,47604,48268,49014,50301,52207
104021085,Coffs Harbour - South,5180,5428,5521,5557,5649,45,44,45,45,44,252893438,272772123,283636466,298056123,303920782,40117,40754,42240,44190,44583,48821,50253,51374,53636,53801
104021086,Coramba - Nana Glen - Bucca,2164,2243,2323,2346,2380,47,47,47,48,48,101092035,107765344,115315852,119297362,123690460,39423,41173,41453,43889,44243,46715,48045,49641,50851,51971
104021087,Dorrigo,1694,1696,1674,1689,1679,53,53,53,53,53,65775450,68514006,65600062,65025337,65146908,30689,32241,31851,31594,30583,38828,40397,39188,38499,38801
104021088,Korora - Emerald Beach,5349,5640,5863,6110,6306,47,47,47,47,47,303393693,331220520,354916403,374426820,399584827,42005,43845,45767,47196,47195,56720,58727,60535,61281,63366
104021089,Sawtell - Boambee,10518,10656,10897,10999,11088,46,46,46,46,46,513195965,520748894,546816837,572906548,593830949,41234,41955,43199,44419,44896,48792,48869,50180,52087,53556
104021090,Urunga,2437,2463,2461,2492,2555,51,51,51,51,51,112764223,114807497,114278629,120740602,125387686,39685,39066,38106,40566,41310,46272,46613,46436,48451,49075
104021091,Woolgoolga - Arrawarra,7127,7333,7467,7906,8231,44,43,44,43,42,302366813,314576030,338207005,374068058,385459229,35010,35436,37111,37935,37645,42426,42899,45294,47314,46830
105011092,Bourke - Brewarrina,1713,1751,1805,1795,1754,45,44,44,43,42,90111688,102226960,96068796,94063761,100205514,48189,49984,48627,49223,52760,52605,58382,53224,52403,57130
105011093,Cobar,2362,2409,2382,2288,2222,41,41,41,42,41,160715845,172057121,165276726,148186502,145022215,56039,58291,57143,56452,56408,68042,71423,69386,64767,65267
105011094,Coonamble,1703,1847,1899,1900,1891,46,46,47,46,46,87644942,124376302,93551818,61861588,64700178,43463,47274,43039,37076,39023,51465,67340,49264,32559,34215
105011095,Nyngan - Warren,2912,2934,2834,2783,2671,45,45,46,46,47,169047500,180736589,156699591,137780823,108351178,47446,46750,46508,43400,41997,58052,61601,55293,49508,40566
105011096,Walgett - Lightning Ridge,2350,2665,2713,2536,2528,44,44,44,45,45,76721267,164381547,124499959,74299803,59367617,35986,41025,38840,36962,36946,32647,61682,45890,29298,23484
105021097,Broken Hill,8341,8311,8523,8482,8378,45,45,44,44,44,473523244,495920447,506001826,513456526,523366693,48050,49696,50631,52690,54757,56771,59670,59369,60535,62469
105021098,Far West,880,892,912,862,887,47,47,46,47,47,53189952,64250316,55887459,31332889,46497917,45829,48452,45288,40244,43542,60443,72030,61280,36349,52422
105031099,Coonabarabran,3525,3723,3727,3642,3657,49,49,49,49,49,162456173,176990573,170299003,137575970,138550595,36956,38509,37147,35526,34862,46087,47540,45693,37775,37886
105031100,Dubbo - East,5692,5798,5945,5996,5921,42,41,41,41,41,316226811,327330284,340741035,352884738,361485319,47182,47391,49033,51831,53348,55556,56456,57316,58853,61051
105031101,Dubbo - South,9271,9729,10018,10451,10786,41,40,40,40,39,511332019,551836618,580216319,628772833,663372692,48151,49472,50937,53491,55019,55154,56721,57917,60164,61503
105031102,Dubbo - West,4436,4705,4895,5209,5315,41,40,40,39,39,246289145,267816165,286605258,313289086,329219435,46757,47953,49650,51815,53272,55521,56922,58551,60144,61942
105031103,Dubbo Region,2979,3271,3535,3479,3481,46,46,46,46,46,156424674,177108824,193972814,180256185,176146352,44921,46577,47314,48018,47508,52509,54145,54872,51813,50602
105031104,Gilgandra,2175,2174,2228,2161,2181,48,47,47,48,47,99818734,104766933,97269199,79722531,74827125,39418,42140,39134,35379,34469,45894,48191,43658,36891,34309
105031105,Narromine,3403,3390,3451,3460,3436,46,46,46,46,46,168874731,177810552,176370073,161098941,149126549,42194,43745,44073,42435,42093,49625,52451,51107,46560,43401
105031106,Wellington,4385,4142,3925,3920,3924,46,46,47,47,47,197915894,199942054,185251632,174676171,172954089,36450,40084,41586,40320,41405,45135,48272,47198,44560,44076
106011107,Branxton - Greta - Pokolbin,5668,5900,6240,6622,7013,42,42,42,41,41,363446297,384163494,409749475,460068243,495067428,49868,51662,52083,54551,56909,64122,65112,65665,69476,70593
106011108,Cessnock,9316,9454,9761,9995,10103,41,41,41,40,40,500816466,511916244,542635629,568196874,588683737,43480,45013,45882,47926,48922,53759,54148,55592,56848,58268
106011109,Cessnock Region,4128,4331,4514,4688,4810,46,46,46,45,45,237917810,251095060,261545165,289416064,298071915,44673,45619,46466,48128,49479,57635,57976,57941,61736,61969
106011110,Dungog,4827,4910,5021,5123,5252,48,48,48,48,48,247605036,257515068,267847798,283919111,297451093,41152,41469,42515,44222,46194,51296,52447,53346,55420,56636
106011111,Kurri Kurri - Abermain,8168,8487,8855,9366,9731,41,40,40,39,39,423961925,448247798,482166646,526349318,565040310,45134,46679,48490,50235,51927,51905,52816,54451,56198,58066
106011112,Singleton,8630,8913,9139,9219,9251,42,41,41,41,41,629063796,630453313,661671616,684947701,704590797,54866,54152,57395,58486,58905,72893,70734,72401,74297,76164
106011113,Singleton Region,2666,2811,2910,2962,2979,46,46,46,46,46,178526050,176451762,190033546,201521381,199719741,48370,47378,49836,50522,52543,66964,62772,65304,68036,67043
106021114,Maitland,3386,3722,3906,4121,4354,38,38,38,38,38,200394431,224927617,242053880,259571025,283832321,49752,51139,53182,54241,55815,59183,60432,61970,62987,65189
106021115,Maitland - East,14472,14952,15497,15893,16049,42,42,42,42,42,848499655,880711697,940864558,994327524,1030534771,49205,50000,51152,52923,54090,58630,58903,60713,62564,64212
106021116,Maitland - North,4363,4497,4702,4874,5098,44,45,45,44,44,307280051,324864182,345041801,359785334,380185398,53756,55196,57239,57585,58066,70429,72240,73382,73817,74575
106021117,Maitland - West,11317,11740,12168,12679,12882,39,39,39,39,39,680127944,714225598,766926355,809186760,832413166,49024,49913,50800,52990,54550,60098,60837,63028,63821,64618
106021118,Thornton - Millers Forest,5846,6447,6938,7464,7972,41,41,40,39,39,353306435,396374923,442102367,489248263,529773819,52047,53826,56532,58635,59345,60436,61482,63722,65548,66454
106031119,Anna Bay,3050,3089,3187,3329,3445,46,46,46,47,48,156911583,158907323,170970394,183860583,191640036,39868,40039,41920,42059,42671,51446,51443,53646,55230,55628
106031120,Lemon Tree Passage - Tanilba Bay,3023,3058,3141,3189,3228,48,48,48,48,48,147964560,149663149,152082391,160831256,162931890,41338,41296,40967,42683,43612,48946,48942,48418,50433,50475
106031121,Nelson Bay Peninsula,11427,11761,11970,12173,12304,51,51,51,51,51,585436863,616656184,632451832,672849415,679856357,37726,38227,39719,40786,40144,51233,52432,52836,55274,55255
106031122,Raymond Terrace,6413,6598,6705,6859,6968,42,42,42,42,42,322510685,335162738,347845636,358880037,371180422,45282,45696,47456,48288,48955,50290,50798,51879,52323,53269
106031123,Seaham - Woodville,3303,3442,3524,3496,3539,46,46,47,47,47,208907522,220442259,234447294,227128671,259935202,47357,49064,51294,51384,53583,63248,64045,66529,64968,73449
106031124,Tea Gardens - Hawks Nest,2469,2617,2700,2716,2823,59,60,60,60,60,112639989,120269619,123818064,125726488,127927963,29089,30506,31915,32152,30886,45622,45957,45859,46291,45316
106031125,Williamtown - Medowie - Karuah,7188,7422,7604,7861,8057,43,44,44,44,44,404112205,423442091,448479510,474359250,500207141,48108,48963,50305,52327,52515,56220,57052,58979,60343,62084
106041126,Muswellbrook,6017,6105,6221,6394,6383,41,41,41,40,40,415949495,407647140,422988754,449628467,460144351,53156,52531,54767,56157,57513,69129,66773,67994,70320,72089
106041127,Muswellbrook Region,2071,2160,2203,2202,2217,44,45,45,46,45,130847791,132028576,137372764,141601220,146564107,47331,48224,50219,51358,53140,63181,61124,62357,64306,66109
106041128,Scone,3546,3507,3508,3532,3589,43,44,43,42,42,223444044,220660931,219802994,317661188,337399859,47280,48567,48997,50651,52207,63013,62920,62658,89938,94009
106041129,Scone Region,4054,4264,4342,4341,4355,44,45,45,45,44,233035319,232083018,249356151,236717978,241904633,44083,43901,45308,46601,46204,57483,54428,57429,54531,55546
107011131,Dapto - Avondale,11927,12294,12589,12748,12847,43,43,43,42,43,627634037,658373899,696053837,730000700,745109199,45198,46418,47798,50134,50747,52623,53552,55291,57264,57999
107011132,Horsley - Kembla Grange,4786,5285,5558,5904,6326,41,41,40,40,40,291710450,324688233,356481883,394050755,427921572,51784,53093,55629,57914,58863,60951,61436,64139,66743,67645
107011133,Port Kembla Industrial,np,np,np,3,np,np,np,np,34,np,np,np,np,184578,np,np,ma,np,62115,np,np,np,np,61526,np
107011134,Unanderra - Mount Kembla,8539,8700,8777,8839,8803,44,43,44,44,44,526848057,537902913,562690109,589232648,597605971,49032,50095,52830,54523,55273,61699,61828,64110,66663,67887
107011545,Berkeley - Lake Heights - Cringila,6066,6281,6427,6544,6524,41,41,41,40,40,300120362,316997317,334515398,354144215,355949525,42856,43701,45383,47058,48006,49476,50469,52048,54117,54560
107011546,Port Kembla - Warrawong,3912,4129,4224,4301,4400,42,42,41,41,41,200693686,208318547,221791668,237601492,245000868,43005,43305,44953,47012,47354,51302,50453,52507,55243,55682
107011547,Windang - Primbee,1932,2060,2122,2110,2126,46,45,45,45,46,103488727,111442189,116802530,123049147,125316676,45337,45416,46509,49990,49822,53566,54098,55044,58317,58945
107021135,Illawarra Catchment Reserve,np,3,np,6,3,np,35,np,51,51,np,234161,np,407223,191202,np,59411,np,62199,67989,np,78054,np,67871,63734
107031136,Albion Park - Macquarie Pass,7983,8292,8780,9350,10151,41,41,41,40,40,468129777,482394288,531119188,578470651,647333861,51428,50955,53031,54601,56559,58641,58176,60492,61869,63770
107031137,Albion Park Rail,3558,3559,3604,3693,3681,41,42,42,41,41,183454951,186034918,191602782,204524416,205884005,45404,46357,47821,49728,50000,51561,52272,53164,55382,55932
107031138,Kiama,4536,4695,4809,4879,5040,50,50,50,50,51,275604257,284683658,292225046,313949115,324798667,43323,43059,44405,47009,46443,60759,60635,60766,64347,64444
107031139,Kiama Downs - Minnamurra,3686,3654,3678,3675,3679,46,46,47,47,47,225866044,223129047,231228982,235520896,246177914,48832,49110,50556,50279,53186,61277,61064,62868,64087,66914
107031140,Kiama Hinterland - Gerringong,4627,4730,4859,4902,4977,49,49,49,49,49,285248218,300074850,313165927,322920033,330163099,45224,46842,48070,48845,48559,61649,63441,64451,65875,66338
107031141,Shellharbour - Flinders,9324,9840,10257,10609,11112,43,43,43,43,43,589156414,620716037,665996861,716404344,760328450,51037,51583,53138,55507,55869,63187,63081,64931,67528,68424
107031142,Shellharbour - Oak Flats,5500,5559,5611,5731,5742,43,43,44,43,44,303454323,303600697,317578191,336260305,347245351,46133,46309,48228,49834,51096,55174,54614,56599,58674,60475
107031143,Warilla,9356,9411,9702,9775,9828,43,43,43,43,43,474069839,475780066,506798340,528373212,538176023,43883,44163,46175,47760,48187,50670,50556,52236,54054,54759
107041144,Balgownie - Fairy Meadow,11038,11345,11619,11927,12075,44,44,44,44,43,666594707,684778298,729724795,779397648,801429181,47421,47432,49693,51197,51966,60391,60359,62804,65347,66371
107041145,Corrimal - Tarrawanna - Bellambi,8087,8198,8342,8513,8643,43,43,43,43,43,454388366,465355935,511668277,523463210,544172344,47260,48274,50423,52502,53973,56188,56765,61336,61490,62961
107041146,Figtree - Keiraville,11505,11870,12213,12560,12823,43,43,43,43,42,700613007,724516100,768670167,815203644,847479000,48252,48488,50062,51712,51943,60896,61038,62939,64905,66091
107041147,Helensburgh,5371,5476,5570,5630,5642,43,43,43,43,43,352543444,369097198,389964467,413035884,421164782,54475,54999,57619,59592,60289,65638,67403,70012,73363,74648
107041148,Thirroul - Austinmer - Coalcliff,6947,7152,7334,7491,7513,46,46,47,47,47,541380498,545498143,579351759,620163801,636719402,56471,56684,58268,60075,62560,77930,76272,78995,82788,84749
107041150,Woonona - Bulli - Russell Vale,10808,11259,11622,11812,11966,44,44,44,44,44,720024903,764707608,803393018,852678331,876104541,53657,54746,55761,58102,59003,66620,67920,69127,72187,73216
107041548,Wollongong - East,7738,8300,8712,8943,9356,39,38,38,38,38,463114995,504606696,538754896,586050232,610867021,46771,47132,49255,52118,50496,59849,60796,61841,65532,65291
107041549,Wollongong - West,8044,8426,8808,9087,9373,39,38,37,37,37,473223380,491294272,528915345,561498094,576077517,46359,45866,47193,48984,48646,58829,58307,60049,61791,61461
108011151,Bulahdelah - Stroud,2402,2448,2516,2544,2525,49,49,49,49,49,109380717,113063311,116144728,122710413,122909863,37404,38584,38467,40129,40732,45537,46186,46162,48235,48677
108011152,Forster,6747,6953,7044,7084,7136,52,52,52,52,51,301437879,312544771,323593499,333449064,336100326,34816,35304,36522,37777,38236,44677,44951,45939,47071,47099
108011153,Forster-Tuncurry Region,2986,3085,3163,3318,3389,51,51,52,51,51,126785917,134860165,143213557,156981115,162890515,33963,34484,34930,36883,35436,42460,43715,45278,47312,48064
108011154,Tuncurry,2627,2661,2691,2753,2770,53,54,54,54,53,108996530,107845200,115748855,116957135,118676882,32623,32672,32915,33500,34451,41491,40528,43013,42484,42844
108021155,Kempsey,6029,6010,6124,6155,6213,46,46,46,46,46,256451881,258961988,273824334,283688305,299063010,37903,38346,39733,41580,43555,42536,43089,44713,46091,48135
108021156,Kempsey Region,4375,4612,4675,4726,4797,51,50,50,50,50,181962886,192356725,198087512,202222862,207356353,34446,34743,35614,36753,36798,41592,41708,42372,42789,43226
108021157,Macksville - Scotts Head,2302,2318,2369,2398,2456,49,49,48,49,49,100968643,102387249,110198673,109506392,114134665,37049,37587,38624,37884,38566,43861,44171,46517,45666,46472
108021158,Nambucca Heads,2631,2695,2722,2829,2832,52,51,52,51,51,110874405,110290522,115615805,120678745,119771656,34540,33373,35292,35368,36267,42142,40924,42475,42658,42292
108021159,Nambucca Heads Region,3763,3842,3962,3960,4092,50,50,50,50,49,152528657,160009863,165441817,170599423,177556901,33640,33873,34533,36291,36247,40534,41648,41757,43081,43391
108021160,South West Rocks,2359,2450,2494,2566,2607,52,53,53,53,52,103564555,106649092,110580732,116477082,118553139,34125,34631,34119,36088,36169,43902,43530,44339,45392,45475
108031161,Lord Howe Island,286,304,302,317,305,46,48,47,46,47,13983421,19032747,17122182,20416128,15719828,41094,42647,43559,50737,46966,48893,62608,56696,64404,51540
